race_id,騎手,馬番,着順,体重,体重変化,性,齢,斤量,人気,日付,クラス,芝・ダート,距離,回り,馬場,場id,場名,距離差,日付差,騎手1,斤量1,オッズ1,通過順1,着順1,距離1,クラス1,芝・ダート1,馬場1
2.02309E+11,43,2,4,506,0,0,3,56,1,101,1,0,2000,0,0,8,9,0,,38,56,2.8,9.5,4,2000,1,0,0
2.02309E+11,64,14,13,436,-4,1,3,54,8,101,1,0,2000,0,0,8,9,0,27,55,54,124.3,12,4,2000,1,0,0
2.02309E+11,39,12,8,432,-4,1,3,54,6,101,1,0,2000,0,0,8,9,200,20,130,52,15.3,3.5,6,1800,1,0,1
2.02309E+11,115,15,14,500,16,0,8,57,12,95,7,0,1800,0,0,8,9,,,142,,,,,,,,
2.02309E+11,19,11,16,472,6,0,1,52,16,95,7,0,1800,0,0,8,9,,,142,,,,,,,,
2.02309E+11,39,5,15,450,-2,0,8,56,15,95,7,0,1800,0,0,8,9,-400,42,24,57,317.7,7.5,14,2200,7,0,0
2.02309E+11,156,2,8,510,0,0,7,57,6,95,7,0,1800,0,0,8,9,200,22,136,57,19.2,1,3,1600,7,0,0
2.02309E+11,28,7,6,458,4,0,5,56,5,95,7,0,1800,0,0,8,9,200,57,10,57,17,7,9,1600,7,0,0
2.02309E+11,65,9,2,464,4,0,6,57,1,95,7,0,1800,0,0,8,9,0,,56,57,3.6,10.5,2,1800,7,0,0
2.02309E+11,146,16,1,464,-2,0,7,56,8,95,7,0,1800,0,0,8,9,-400,21,55,57,176.4,12,8,2200,7,0,0
2.02309E+11,90,3,10,482,0,2,8,54,14,95,7,0,1800,0,0,8,9,-200,36,10,57,289.9,9.333333333,7,2000,7,0,0
2.02309E+11,140,4,11,552,6,2,7,55,9,95,7,0,1800,0,0,8,9,-200,28,122,57,46.4,11.25,5,2000,7,0,0
2.02309E+11,155,14,13,506,4,2,6,55,11,95,7,0,1800,0,0,8,9,-200,28,135,57,48.1,2.25,7,2000,7,0,0
2.02309E+11,91,1,7,476,-2,0,7,54,7,95,7,0,1800,0,0,8,9,-400,49,111,54,89.4,4,8,2200,7,0,1
2.02309E+11,74,13,9,470,6,0,6,58,2,95,7,0,1800,0,0,8,9,200,28,86,57,74.2,3.5,11,1600,7,0,0
2.02309E+11,27,12,12,436,-2,0,9,55,13,95,7,0,1800,0,0,8,9,-200,28,22,57,74,13.75,6,2000,7,0,0
2.02309E+11,26,8,4,486,-2,0,8,55,10,95,7,0,1800,0,0,8,9,-200,28,21,58,50.2,11,11,2000,7,0,0
2.02309E+11,37,6,5,464,2,0,5,56,4,95,7,0,1800,0,0,8,9,200,43,32,57,9,3,3,1600,7,0,0
2.02309E+11,43,10,3,458,4,0,6,56,3,95,7,0,1800,0,0,8,9,0,,38,56,6.4,5,3,1800,7,0,0
2.02309E+11,138,2,8,488,4,0,6,54,9,95,6,0,1400,0,0,8,9,0,,120,54,88,1,8,1400,6,0,0
2.02309E+11,65,8,4,484,-6,0,4,56,2,95,6,0,1400,0,0,8,9,0,8,56,58,2.4,5,1,1400,5,0,0
2.02309E+11,37,6,10,468,0,2,7,53,10,95,6,0,1400,0,0,8,9,0,,32,53,157.9,2,10,1400,6,0,0
2.02309E+11,146,7,5,440,2,1,4,56,4,95,6,0,1400,0,0,8,9,0,22,141,55,3.4,6.5,2,1400,6,0,1
2.02309E+11,36,3,7,512,-10,1,5,54,6,95,6,0,1400,0,0,8,9,0,22,117,54,8.8,1,12,1400,6,0,1
2.02309E+11,43,10,9,482,-4,1,4,55,1,95,6,0,1400,0,0,8,9,0,,38,55,2.9,5,9,1400,6,0,0
2.02309E+11,57,9,6,444,6,1,4,53,8,95,6,0,1400,0,0,8,9,200,22,52,53,21.4,4.5,1,1200,5,0,2
2.02309E+11,156,1,2,508,4,0,4,56,3,95,6,0,1400,0,0,8,9,0,22,1,56,4.6,5.5,3,1400,6,0,1
2.02309E+11,141,4,1,478,-8,0,5,56,5,95,6,0,1400,0,0,8,9,-200,14,85,58,54,13.5,11,1600,6,0,1
2.02309E+11,39,5,3,476,-2,0,5,55,7,95,6,0,1400,0,0,8,9,0,22,105,55,17.6,12,4,1400,6,0,1
2.02309E+11,13,1,4,470,-8,0,3,56,4,95,4,0,1800,0,0,8,9,-200,21,11,56,20.3,1.25,7,2000,4,0,1
2.02309E+11,39,2,6,476,0,0,3,56,7,95,4,0,1800,0,0,8,9,0,,34,56,63.9,6.5,6,1800,4,0,0
2.02309E+11,28,7,3,440,0,0,3,56,1,95,4,0,1800,0,0,8,9,0,21,66,56,39.3,6.666666667,12,1800,7,0,0
2.02309E+11,43,3,2,500,8,0,3,56,2,95,4,0,1800,0,0,8,9,,,142,,,,,,,,
2.02309E+11,65,5,1,456,0,0,3,56,3,95,4,0,1800,0,0,8,9,-200,21,12,56,11.5,3.75,5,2000,4,0,1
2.02309E+11,156,4,7,470,-10,0,3,56,5,95,4,0,1800,0,0,8,9,,,142,,,,,,,,
2.02309E+11,146,6,5,556,-6,0,3,56,6,95,4,0,1800,0,0,8,9,0,,128,56,16.1,4,5,1800,4,0,0
2.02309E+11,149,3,17,466,4,2,5,58,12,95,4,0,1600,0,0,8,9,0,,131,58,126.1,2,17,1600,4,0,0
2.02309E+11,74,17,14,480,0,1,7,56,16,95,4,0,1600,0,0,8,9,,,142,,,,,,,,
2.02309E+11,111,7,16,468,0,1,5,56,4,95,4,0,1600,0,0,8,9,200,57,78,56,5.2,1.5,16,1400,4,0,0
2.02309E+11,19,15,15,502,0,0,4,55,10,95,4,0,1600,0,0,8,9,400,14,16,55,3.6,4.5,8,1200,4,0,2
2.02309E+11,148,4,5,450,-8,0,4,56,5,95,4,0,1600,0,0,8,9,0,21,94,54,21.6,13.5,6,1600,4,0,0
2.02309E+11,158,13,11,464,4,1,7,53,17,95,4,0,1600,0,0,8,9,0,21,68,53,229.3,8.5,13,1600,4,0,0
2.02309E+11,108,10,12,496,4,1,5,52,15,95,4,0,1600,0,0,8,9,400,21,18,53,67.3,13.5,17,1200,4,0,1
2.02309E+11,65,6,2,502,-6,0,5,58,2,95,4,0,1600,0,0,8,9,0,21,4,58,9.2,11.5,3,1600,4,0,0
2.02309E+11,146,11,9,472,22,1,4,56,11,95,4,0,1600,0,0,8,9,0,,128,56,32.6,11,9,1600,4,0,0
2.02309E+11,91,1,10,460,6,1,6,56,14,95,4,0,1600,0,0,8,9,400,14,78,56,36.4,5,12,1200,4,0,2
2.02309E+11,37,9,13,458,-7,0,4,58,6,95,4,0,1600,0,0,8,9,0,,32,58,13.5,4.5,13,1600,4,0,0
2.02309E+11,39,12,3,492,-2,2,5,58,8,95,4,0,1600,0,0,8,9,0,49,41,58,231.4,2,4,1600,4,0,0
2.02309E+11,156,2,6,492,-2,0,5,58,9,95,4,0,1600,0,0,8,9,0,,136,58,25.3,1,6,1600,4,0,0
2.02309E+11,43,14,7,464,-2,0,4,58,1,95,4,0,1600,0,0,8,9,0,36,136,57,3.6,10,4,1600,4,0,0
2.02309E+11,36,16,1,498,2,0,4,58,3,95,4,0,1600,0,0,8,9,0,,31,58,5.9,6.5,1,1600,4,0,0
2.02309E+11,129,8,4,450,0,1,5,56,7,95,4,0,1600,0,0,8,9,0,21,112,56,103.4,7,4,1600,4,0,0
2.02309E+11,112,5,8,418,8,1,4,52,13,95,4,0,1600,0,0,8,9,400,29,18,53,81.8,15.5,11,1200,4,0,0
2.02309E+11,148,13,10,444,-2,1,3,52,13,95,1,0,2200,0,0,8,9,-200,15,130,52,311.6,13.25,9,2400,1,0,0
2.02309E+11,74,8,2,474,-4,1,3,54,3,95,1,0,2200,0,0,8,9,200,36,64,54,3.6,4,8,2000,1,0,2
2.02309E+11,115,14,3,476,2,0,3,56,9,95,1,0,2200,0,0,8,9,200,49,130,54,105.3,11.5,10,2000,3,0,2
2.02309E+11,134,9,11,432,-2,0,3,56,8,95,1,0,2200,0,0,8,9,200,15,25,54,59,10.25,6,2000,1,0,1
2.02309E+11,138,2,7,452,0,0,3,56,14,95,1,0,2200,0,0,8,9,,,142,,,,,,,,
2.02309E+11,156,10,9,438,-2,0,3,56,2,95,1,0,2200,0,0,8,9,400,14,31,56,6.6,3,2,1800,1,0,2
2.02309E+11,43,3,1,500,-6,0,3,56,1,95,1,0,2200,0,0,8,9,0,,38,56,1.5,3.5,1,2200,1,0,0
2.02309E+11,146,11,5,472,-10,0,3,56,6,95,1,0,2200,0,0,8,9,1000,14,34,56,15.8,10.5,8,1200,1,0,2
2.02309E+11,36,7,8,494,0,0,3,56,5,95,1,0,2200,0,0,8,9,0,,31,56,27.9,9.5,8,2200,1,0,0
2.02309E+11,141,1,6,408,-2,1,3,54,9,95,1,0,2200,0,0,8,9,600,22,55,54,178.5,17,7,1600,1,0,0
2.02309E+11,65,12,4,464,0,0,3,56,4,95,1,0,2200,0,0,8,9,0,,56,56,8.2,8.25,4,2200,1,0,0
2.02309E+11,26,6,14,498,0,1,3,54,11,95,1,0,2200,0,0,8,9,,,142,,,,,,,,
2.02309E+11,19,4,13,556,-8,0,3,53,7,95,1,0,2200,0,0,8,9,,,142,,,,,,,,
2.02309E+11,108,5,12,436,0,1,3,50,12,95,1,0,2200,0,0,8,9,200,56,120,54,68.6,12.25,12,2000,3,0,0
2.02309E+11,119,15,12,480,0,0,4,55,6,94,5,0,1200,0,0,8,9,0,14,45,58,4.2,2,4,1200,5,0,1
2.02309E+11,91,12,2,484,6,0,4,58,11,94,5,0,1200,0,0,8,9,0,20,78,58,10.4,2,1,1200,4,0,1
2.02309E+11,108,11,11,480,2,0,4,54,1,94,5,0,1200,0,0,8,9,0,48,88,56,4.4,1,2,1200,5,0,0
2.02309E+11,33,7,13,450,-10,1,4,52,8,94,5,0,1200,0,0,8,9,0,,28,52,19.1,9.5,13,1200,5,0,0
2.02309E+11,141,13,10,426,2,1,6,56,7,94,5,0,1200,0,0,8,9,0,21,123,54,18.9,7,3,1200,5,0,2
2.02309E+11,142,2,14,468,-2,0,4,58,14,94,5,0,1200,0,0,8,9,0,13,124,58,11.9,1,1,1200,4,0,2
2.02309E+11,149,6,1,514,14,1,5,56,9,94,5,0,1200,0,0,8,9,0,,131,56,22.3,6,1,1200,5,0,0
2.02309E+11,89,10,8,488,4,0,4,57,10,94,5,0,1200,0,0,8,9,0,,76,57,24.4,1,8,1200,5,0,0
2.02309E+11,90,4,15,464,-10,0,4,58,16,94,5,0,1200,0,0,8,9,,,142,,,,,,,,
2.02309E+11,87,1,6,466,-6,1,4,56,2,94,5,0,1200,0,0,8,9,0,35,45,56,4.2,5.5,9,1200,5,0,2
2.02309E+11,74,8,5,524,-4,0,5,58,15,94,5,0,1200,0,0,8,9,0,,64,58,83.2,12,5,1200,5,0,0
2.02309E+11,65,5,7,468,-2,0,6,58,4,94,5,0,1200,0,0,8,9,0,14,15,58,23.6,16.5,5,1200,5,0,1
2.02309E+11,113,3,4,470,4,0,4,57,3,94,5,0,1200,0,0,8,9,0,21,99,56,5.2,5,2,1200,5,0,2
2.02309E+11,19,14,16,448,-8,1,5,53,12,94,5,0,1200,0,0,8,9,0,35,122,56,22,1,7,1200,5,0,2
2.02309E+11,105,16,3,448,0,0,4,58,5,94,5,0,1200,0,0,8,9,0,,91,58,11.4,11.5,3,1200,5,0,0
2.02309E+11,161,9,9,440,-2,1,5,56,13,94,5,0,1200,0,0,8,9,0,55,62,53,36.3,11,8,1200,5,0,0
2.02309E+11,101,17,3,496,0,1,3,54,2,94,7,0,1600,0,0,8,9,0,,87,54,5.4,3.5,3,1600,7,0,0
2.02309E+11,74,5,6,438,0,1,3,54,8,94,7,0,1600,0,0,8,9,200,48,0,54,6.6,3,1,1400,7,0,1
2.02309E+11,43,10,8,442,0,1,3,54,10,94,7,0,1600,0,0,8,9,0,49,109,54,2.9,3.666666667,4,1600,4,0,0
2.02309E+11,111,1,12,462,-2,1,3,54,9,94,7,0,1600,0,0,8,9,0,,97,54,22.3,8,12,1600,7,0,0
2.02309E+11,141,4,14,440,-4,1,3,54,16,94,7,0,1600,0,0,8,9,0,,123,54,244.1,8,14,1600,7,0,0
2.02309E+11,41,12,11,388,-6,1,3,54,11,94,7,0,1600,0,0,8,9,0,21,36,54,63.2,14,1,1600,1,0,0
2.02309E+11,85,2,7,432,0,1,3,54,5,94,7,0,1600,0,0,8,9,0,54,73,55,35.8,13,1,1600,7,0,0
2.02309E+11,156,13,2,458,-4,1,3,54,6,94,7,0,1600,0,0,8,9,0,,136,54,14.8,6,2,1600,7,0,0
2.02309E+11,65,16,10,468,0,1,3,54,15,94,7,0,1600,0,0,8,9,0,54,111,54,6,8.333333333,1,1600,1,0,0
2.02309E+11,87,7,9,432,4,1,3,54,12,94,7,0,1600,0,0,8,9,0,,74,54,72.8,15.5,9,1600,7,0,0
2.02309E+11,76,8,15,476,6,1,3,54,1,94,7,0,1600,0,0,8,9,0,,66,54,2.5,11,15,1600,7,0,0
2.02309E+11,115,11,13,466,-8,1,3,54,4,94,7,0,1600,0,0,8,9,200,48,111,54,3.1,8,2,1400,7,0,1
2.02309E+11,105,9,1,456,0,1,3,54,7,94,7,0,1600,0,0,8,9,0,20,91,54,2.4,1,1,1600,4,0,0
2.02309E+11,99,14,5,414,-2,1,3,54,14,94,7,0,1600,0,0,8,9,0,42,136,54,3,5,2,1600,1,0,0
2.02309E+11,161,3,4,446,4,1,3,54,3,94,7,0,1600,0,0,8,9,0,,141,54,7,3,4,1600,7,0,0
2.02309E+11,133,6,16,428,-8,1,3,54,13,94,7,0,1600,0,0,8,9,0,,115,54,76,14.5,16,1600,7,0,0
2.02309E+11,50,15,17,436,-10,1,3,54,17,94,7,0,1600,0,0,8,9,-400,54,0,54,4.7,2.75,7,2000,1,0,0
2.02309E+11,138,8,3,518,8,0,5,58,6,94,5,0,2000,0,0,8,9,-600,41,120,58,40.8,11.75,6,2600,5,0,0
2.02309E+11,91,7,7,474,2,0,6,58,7,94,5,0,2000,0,0,8,9,0,,78,58,24.2,2.75,7,2000,5,0,0
2.02309E+11,99,2,10,488,10,0,6,58,4,94,5,0,2000,0,0,8,9,200,14,22,58,14.7,5.75,1,1800,4,0,1
2.02309E+11,115,5,4,444,2,1,8,56,10,94,5,0,2000,0,0,8,9,200,21,34,56,255.3,7,8,1800,5,0,0
2.02309E+11,32,9,5,526,-2,0,5,58,5,94,5,0,2000,0,0,8,9,-200,35,61,58,3.1,4,4,2200,5,0,0
2.02309E+11,129,6,6,452,8,0,6,58,8,94,5,0,2000,0,0,8,9,0,,112,58,47.6,5,6,2000,5,0,0
2.02309E+11,119,10,9,450,-11,1,5,56,9,94,5,0,2000,0,0,8,9,0,,104,56,107.6,9.5,9,2000,5,0,0
2.02309E+11,47,1,8,496,-2,2,5,58,3,94,5,0,2000,0,0,8,9,0,14,42,58,10.9,1,1,2000,4,0,0
2.02309E+11,141,3,2,454,0,1,4,56,2,94,5,0,2000,0,0,8,9,0,28,123,55,4,6.5,1,2000,4,0,0
2.02309E+11,76,4,1,458,4,0,4,58,1,94,5,0,2000,0,0,8,9,0,,66,58,2.1,5.5,1,2000,5,0,0
2.02309E+11,44,2,17,468,0,0,3,56,18,94,1,0,1600,0,0,8,9,,,142,,,,,,,,
2.02309E+11,43,12,4,468,0,0,3,56,2,94,1,0,1600,0,0,8,9,0,,38,56,8.9,8.5,4,1600,1,0,0
2.02309E+11,90,16,11,506,-8,2,3,56,14,94,1,0,1600,0,0,8,9,,,142,,,,,,,,
2.02309E+11,141,9,8,506,12,0,3,56,12,94,1,0,1600,0,0,8,9,0,,123,56,91.1,11,8,1600,1,0,0
2.02309E+11,50,3,18,420,0,1,3,54,15,94,1,0,1600,0,0,8,9,,,142,,,,,,,,
2.02309E+11,65,7,16,488,0,0,3,56,11,94,1,0,1600,0,0,8,9,0,,56,56,77.3,13.5,16,1600,1,0,0
2.02309E+11,91,13,13,442,0,1,3,54,9,94,1,0,1600,0,0,8,9,0,,78,54,56.8,13,13,1600,1,0,0
2.02309E+11,71,14,1,480,4,0,3,56,1,94,1,0,1600,0,0,8,9,0,,61,56,1.6,5,1,1600,1,0,0
2.02309E+11,19,4,14,392,0,1,3,51,10,94,1,0,1600,0,0,8,9,0,,16,51,73,17,14,1600,1,0,0
2.02309E+11,105,6,12,470,-6,0,3,56,3,94,1,0,1600,0,0,8,9,-200,28,91,56,4.7,9.25,3,1800,1,0,0
2.02309E+11,73,1,10,488,12,0,3,56,17,94,1,0,1600,0,0,8,9,0,,63,56,313.2,7.5,10,1600,1,0,0
2.02309E+11,87,15,6,466,8,0,3,56,4,94,1,0,1600,0,0,8,9,0,,74,56,9.6,6,6,1600,1,0,0
2.02309E+11,74,5,7,422,4,1,3,54,8,94,1,0,1600,0,0,8,9,0,,64,54,26.7,3,7,1600,1,0,0
2.02309E+11,101,17,5,476,-14,1,3,54,6,94,1,0,1600,0,0,8,9,,,142,,,,,,,,
2.02309E+11,77,11,15,436,0,1,3,54,16,94,1,0,1600,0,0,8,9,0,,67,54,231.6,15,15,1600,1,0,0
2.02309E+11,28,8,9,438,2,1,3,54,13,94,1,0,1600,0,0,8,9,0,,23,54,131.8,11,9,1600,1,0,0
2.02309E+11,161,18,3,500,0,0,3,56,7,94,1,0,1600,0,0,8,9,0,,141,56,23.3,5,3,1600,1,0,0
2.02309E+11,146,10,2,452,6,1,3,54,5,94,1,0,1600,0,0,8,9,-200,21,128,54,4.6,1,3,1800,1,0,2
2.02309E+11,37,12,8,480,2,0,7,57,12,86,7,0,1400,0,0,8,9,-200,52,122,57.5,102.9,14,9,1600,7,0,0
2.02309E+11,39,14,4,504,10,0,5,57,10,86,7,0,1400,0,0,8,9,200,48,4,57,4.1,12,13,1200,7,0,0
2.02309E+11,65,7,7,474,4,0,5,57,1,86,7,0,1400,0,0,8,9,0,,56,57,1.7,4.5,7,1400,7,0,0
2.02309E+11,111,3,9,486,0,0,5,57,5,86,7,0,1400,0,0,8,9,0,49,4,58,19.8,8.5,2,1400,6,0,0
2.02309E+11,100,11,1,496,2,0,4,57,2,86,7,0,1400,0,0,8,9,0,,86,57,3.8,2,1,1400,7,0,0
2.02309E+11,115,5,2,514,-12,0,5,57,3,86,7,0,1400,0,0,8,9,-200,36,101,58,5.3,6,6,1600,7,0,0
2.02309E+11,40,15,3,514,-4,0,5,57,6,86,7,0,1400,0,0,8,9,0,,35,57,24.4,3,3,1400,7,0,0
2.02309E+11,74,4,14,510,0,0,7,57,7,86,7,0,1400,0,0,8,9,200,48,64,57,32,8,1,1200,7,0,0
2.02309E+11,76,8,5,546,0,0,5,57,8,86,7,0,1400,0,0,8,9,-200,7,97,58,6.5,2,3,1600,6,0,1
2.02309E+11,148,9,13,430,-2,1,7,55,15,86,7,0,1400,0,0,8,9,200,14,99,55,158.5,16.5,11,1200,7,0,1
2.02309E+11,155,1,16,0,0,0,6,57,,86,7,0,1400,0,0,8,9,,,142,,,,,,,,
2.02309E+11,156,13,12,486,4,1,6,55,13,86,7,0,1400,0,0,8,9,0,,136,55,85.8,14,12,1400,7,0,0
2.02309E+11,64,10,11,510,2,0,6,57,9,86,7,0,1400,0,0,8,9,200,14,128,57,8.3,3.5,4,1200,7,0,1
2.02309E+11,99,16,6,502,0,2,7,57,4,86,7,0,1400,0,0,8,9,0,,85,57,14.3,15,6,1400,7,0,0
2.02309E+11,149,6,10,498,6,0,6,57,14,86,7,0,1400,0,0,8,9,200,14,131,57,35.8,8,7,1200,7,0,1
2.02309E+11,133,2,15,488,2,0,6,57,11,86,7,0,1400,0,0,8,9,200,48,123,57,33,6.5,8,1200,7,0,0
2.02309E+11,111,2,9,456,4,0,3,56,3,86,7,0,1200,0,0,8,9,0,,97,56,8.6,9,9,1200,7,0,0
2.02309E+11,156,10,5,492,2,0,3,56,9,86,7,0,1200,0,0,8,9,0,,136,56,42,6,5,1200,7,0,0
2.02309E+11,148,5,8,448,-6,0,3,56,7,86,7,0,1200,0,0,8,9,0,,130,56,30.4,4.5,8,1200,7,0,0
2.02309E+11,37,6,7,508,0,1,3,54,10,86,7,0,1200,0,0,8,9,,,142,,,,,,,,
2.02309E+11,100,9,3,478,-12,1,3,54,6,86,7,0,1200,0,0,8,9,0,,86,54,26.4,2,3,1200,7,0,0
2.02309E+11,64,1,6,494,-2,0,3,56,4,86,7,0,1200,0,0,8,9,0,22,4,56,10,3,1,1200,4,0,0
2.02309E+11,115,8,10,452,-8,1,3,54,8,86,7,0,1200,0,0,8,9,0,,101,54,34.2,3.5,10,1200,7,0,0
2.02309E+11,74,4,1,502,0,0,3,57,1,86,7,0,1200,0,0,8,9,0,,64,57,1.3,4.5,1,1200,7,0,0
2.02309E+11,76,3,2,438,-6,0,3,56,5,86,7,0,1200,0,0,8,9,-200,29,117,56,3.7,9,10,1400,7,0,0
2.02309E+11,65,7,4,500,0,0,3,56,2,86,7,0,1200,0,0,8,9,0,,56,56,7.1,3,4,1200,7,0,0
2.02309E+11,148,10,9,494,-2,2,6,53,11,86,6,0,3000,0,0,8,9,0,52,130,50,75,5.75,7,3000,7,0,0
2.02309E+11,115,3,11,428,-2,2,7,55,6,86,6,0,3000,0,0,8,9,0,52,101,52,10.4,8,6,3000,7,0,0
2.02309E+11,90,11,5,512,-6,0,6,54,13,86,6,0,3000,0,0,8,9,600,22,20,54,213.2,9.5,7,2400,6,0,0
2.02309E+11,39,13,12,460,-4,1,6,55,9,86,6,0,3000,0,0,8,9,600,22,66,55,12.3,12,11,2400,6,0,0
2.02309E+11,74,6,10,520,8,0,9,56,5,86,6,0,3000,0,0,8,9,0,52,64,53,33,2.75,3,3000,7,0,0
2.02309E+11,37,4,8,488,-10,0,5,56,10,86,6,0,3000,0,0,8,9,1000,36,24,56,170.4,11.5,10,2000,6,0,1
2.02309E+11,156,12,1,426,-2,0,8,55,12,86,6,0,3000,0,0,8,9,,,142,,,,,,,,
2.02309E+11,19,2,13,468,4,0,4,55,2,86,6,0,3000,0,0,8,9,400,35,16,57,6.5,8.5,1,2600,5,0,0
2.02309E+11,64,8,2,442,8,0,4,55,1,86,6,0,3000,0,0,8,9,0,,55,55,2.8,8,2,3000,6,0,0
2.02309E+11,149,9,7,496,0,0,6,55,4,86,6,0,3000,0,0,8,9,0,52,131,52,7.1,7.75,5,3000,7,0,0
2.02309E+11,111,5,4,464,0,1,4,53,7,86,6,0,3000,0,0,8,9,1000,43,131,50,58.5,5.25,7,2000,7,0,2
2.02309E+11,76,7,3,512,12,0,6,57,8,86,6,0,3000,0,0,8,9,0,,66,57,19.5,2,3,3000,6,0,0
2.02309E+11,65,1,6,468,-4,0,5,55,3,86,6,0,3000,0,0,8,9,800,29,4,58,4.7,2,1,2200,5,0,0
2.02309E+11,115,14,10,460,-2,0,3,56,9,86,1,0,1600,0,0,8,9,-400,14,130,54,23.5,1.25,7,2000,1,0,0
2.02309E+11,73,13,13,428,-4,1,3,54,16,86,1,0,1600,0,0,8,9,0,21,51,52,201.3,16,13,1600,3,0,0
2.02309E+11,40,5,5,440,-6,0,3,56,11,86,1,0,1600,0,0,8,9,-400,14,94,52,56,7.75,12,2000,1,0,0
2.02309E+11,74,4,7,488,2,0,3,56,6,86,1,0,1600,0,0,8,9,0,35,4,56,7.8,2,4,1600,3,0,0
2.02309E+11,151,9,17,412,-10,1,3,54,17,86,1,0,1600,0,0,8,9,0,29,133,54,246.1,7,13,1600,3,0,0
2.02309E+11,65,1,3,466,-4,1,3,54,2,86,1,0,1600,0,0,8,9,0,48,64,54,5.2,3.666666667,5,1600,1,0,0
2.02309E+11,37,15,11,426,0,1,3,54,12,86,1,0,1600,0,0,8,9,0,,32,54,199.2,8.5,11,1600,1,0,0
2.02309E+11,39,16,4,468,0,1,3,54,3,86,1,0,1600,0,0,8,9,400,42,34,54,2.9,3.5,2,1200,3,0,1
2.02309E+11,99,10,8,408,0,1,3,54,8,86,1,0,1600,0,0,8,9,0,,85,54,68.9,13,8,1600,1,0,0
2.02309E+11,64,6,15,476,2,0,3,56,10,86,1,0,1600,0,0,8,9,0,,55,56,99.7,4,15,1600,1,0,0
2.02309E+11,44,3,16,374,-6,1,3,54,15,86,1,0,1600,0,0,8,9,400,35,47,54,429,15,15,1200,1,0,0
2.02309E+11,45,2,6,412,0,1,3,51,5,86,1,0,1600,0,0,8,9,0,,40,51,40.3,4,6,1600,1,0,0
2.02309E+11,90,7,9,454,0,1,3,54,13,86,1,0,1600,0,0,8,9,0,,77,54,259.9,10.5,9,1600,1,0,0
2.02309E+11,148,12,14,464,0,1,3,52,14,86,1,0,1600,0,0,8,9,0,,130,52,388.5,2,14,1600,1,0,0
2.02309E+11,149,11,12,454,0,1,3,54,7,86,1,0,1600,0,0,8,9,,,142,,,,,,,,
2.02309E+11,100,17,1,438,-4,1,3,54,4,86,1,0,1600,0,0,8,9,0,,86,54,17.8,1,1,1600,1,0,0
2.02309E+11,156,8,2,448,4,2,3,56,1,86,1,0,1600,0,0,8,9,0,48,130,54,25.6,6,2,1600,3,0,0
2.02309E+11,148,8,6,476,6,0,5,56,7,85,5,0,1400,0,0,8,9,0,,130,56,14.6,3,6,1400,5,0,0
2.02309E+11,115,14,14,454,8,2,5,58,9,85,5,0,1400,0,0,8,9,200,14,116,56,13.9,8.5,8,1200,5,0,2
2.02309E+11,65,2,1,490,14,0,4,58,1,85,5,0,1400,0,0,8,9,0,,56,58,2.4,5,1,1400,5,0,0
2.02309E+11,37,13,15,490,6,0,7,58,12,85,5,0,1400,0,0,8,9,0,,32,58,132.2,5,15,1400,5,0,0
2.02309E+11,52,10,7,452,2,2,7,58,13,85,5,0,1400,0,0,8,9,0,34,36,58,24.7,8,3,1400,5,0,0
2.02309E+11,87,7,5,494,10,0,5,58,3,85,5,0,1400,0,0,8,9,0,34,74,58,5.8,7,2,1400,5,0,0
2.02309E+11,156,5,2,462,-2,0,5,58,5,85,5,0,1400,0,0,8,9,0,,136,58,11.1,1,2,1400,5,0,0
2.02309E+11,64,15,10,506,4,0,6,58,10,85,5,0,1400,0,0,8,9,0,,55,58,97.3,15,10,1400,5,0,0
2.02309E+11,105,12,12,506,2,1,5,56,2,85,5,0,1400,0,0,8,9,0,41,91,56,4.2,4,2,1400,5,0,1
2.02309E+11,13,9,9,478,-2,1,6,56,15,85,5,0,1400,0,0,8,9,200,14,120,54,82.9,14,14,1200,5,0,2
2.02309E+11,149,4,11,440,0,1,5,56,11,85,5,0,1400,0,0,8,9,0,41,52,55,144.9,5.5,7,1400,5,0,1
2.02309E+11,36,3,3,454,-12,0,4,58,4,85,5,0,1400,0,0,8,9,200,41,81,58,6.9,6,5,1200,5,0,0
2.02309E+11,99,11,13,536,16,0,5,58,6,85,5,0,1400,0,0,8,9,,,142,,,,,,,,
2.02309E+11,40,6,8,442,2,0,5,58,14,85,5,0,1400,0,0,8,9,200,14,129,54,57,8.5,6,1200,5,0,2
2.02309E+11,113,1,4,462,-4,1,5,55,8,85,5,0,1400,0,0,8,9,200,7,99,56,7.6,9,6,1200,5,0,1
2.02309E+11,65,3,1,496,6,0,3,56,1,85,7,0,2200,0,0,8,9,200,41,61,56,1.4,2,1,2000,1,0,2
2.02309E+11,105,6,6,464,-2,0,3,56,4,85,7,0,2200,0,0,8,9,0,42,91,56,3.3,4.25,5,2200,4,0,2
2.02309E+11,111,5,4,466,-6,0,3,56,6,85,7,0,2200,0,0,8,9,0,42,136,56,13.4,5.5,6,2200,4,0,2
2.02309E+11,39,2,3,516,6,0,3,56,3,85,7,0,2200,0,0,8,9,200,51,1,56,4,5.5,1,2000,4,0,0
2.02309E+11,87,1,2,502,0,0,3,56,2,85,7,0,2200,0,0,8,9,0,42,111,56,3.8,2,1,2200,4,0,2
2.02309E+11,156,4,5,476,-8,0,3,56,5,85,7,0,2200,0,0,8,9,0,,136,56,19.8,2,5,2200,7,0,0
