race_id,騎手,馬番,着順,体重,体重変化,性,齢,斤量,人気,日付,クラス,芝・ダート,距離,回り,馬場,場id,場名,距離差,日付差,騎手1,斤量1,オッズ1,通過順1,着順1,距離1,クラス1,芝・ダート1,馬場1
2.0231E+11,19,10,4,458,6,1,3,50,9,273,4,0,2600,0,0,9,4,600,21,126,51,69.6,7.25,8,2000,1,0,0
2.0231E+11,119,8,1,442,-2,1,4,53,1,273,4,0,2600,0,0,9,4,800,29,77,56,36.1,10,8,1800,4,0,1
2.0231E+11,37,2,10,496,8,0,3,55,5,273,4,0,2600,0,0,9,4,600,15,130,55,20.1,1,6,2000,1,0,0
2.0231E+11,141,9,6,468,0,0,3,55,8,273,4,0,2600,0,0,9,4,400,28,56,55,162.3,12.25,13,2200,4,0,0
2.0231E+11,148,5,12,442,6,1,3,52,4,273,4,0,2600,0,0,9,4,0,8,130,53,117.6,7.5,3,2600,1,0,1
2.0231E+11,72,7,9,470,-4,0,5,55,12,273,4,0,2600,0,0,9,4,600,43,11,58,401.9,8,12,2000,4,0,0
2.0231E+11,74,11,2,486,-6,2,3,55,3,273,4,0,2600,0,0,9,4,600,91,55,55,7.7,9.5,7,2000,4,0,0
2.0231E+11,43,6,3,470,0,0,3,55,2,273,4,0,2600,0,0,9,4,0,8,128,56,3.6,2.5,8,2600,1,0,1
2.0231E+11,144,4,11,440,-2,0,4,55,10,273,4,0,2600,0,0,9,4,400,127,33,58,158.2,7,6,2200,4,0,0
2.0231E+11,40,12,5,420,-16,2,6,58,7,273,4,0,2600,0,0,9,4,400,28,100,58,155.1,14.75,9,2200,4,0,0
2.0231E+11,108,3,7,458,12,0,3,52,6,273,4,0,2600,0,0,9,4,600,232,128,56,5,3.5,11,2000,1,0,2
2.0231E+11,47,1,8,394,2,1,3,53,11,273,4,0,2600,0,0,9,4,600,28,42,54,101.2,7.75,8,2000,1,0,0
2.0231E+11,69,4,8,448,4,1,2,55,6,273,7,0,1200,0,0,9,4,0,22,60,55,1.7,1,1,1200,1,0,0
2.0231E+11,65,10,1,438,0,0,2,55,5,273,7,0,1200,0,0,9,4,0,50,56,55,1.4,3,1,1200,1,0,1
2.0231E+11,87,5,3,446,4,1,2,55,4,273,7,0,1200,0,0,9,4,0,50,56,55,2.5,2,1,1200,3,0,0
2.0231E+11,19,3,7,474,14,1,2,55,9,273,7,0,1200,0,0,9,4,0,22,16,52,7.3,1,1,1200,3,0,0
2.0231E+11,47,1,10,482,0,1,2,55,7,273,7,0,1200,0,0,9,4,0,8,42,55,3.8,1,1,1200,7,0,0
2.0231E+11,39,2,5,420,-6,1,2,55,8,273,7,0,1200,0,0,9,4,0,22,34,55,3.2,5.5,3,1200,3,0,0
2.0231E+11,146,6,6,476,-2,0,2,55,3,273,7,0,1200,0,0,9,4,0,21,128,55,4.2,3,1,1200,3,0,0
2.0231E+11,74,7,4,518,2,0,2,55,1,273,7,0,1200,0,0,9,4,0,63,64,55,1.4,2,1,1200,3,0,0
2.0231E+11,141,9,2,474,14,0,2,55,2,273,7,0,1200,0,0,9,4,0,84,123,55,1.8,2,1,1200,3,0,1
2.0231E+11,148,8,9,458,-2,0,2,55,10,273,7,0,1200,0,0,9,4,-600,70,87,55,22.5,1,5,1800,3,0,0
2.0231E+11,87,2,11,484,4,0,5,58,13,273,5,0,1200,0,0,9,4,-200,49,123,58,100.1,12,8,1400,5,0,0
2.0231E+11,73,1,9,460,6,2,5,58,10,273,5,0,1200,0,0,9,4,-200,190,101,58,68.9,10.5,14,1400,5,0,0
2.0231E+11,39,9,7,460,-4,1,5,56,8,273,5,0,1200,0,0,9,4,0,14,34,56,90,11.5,4,1200,5,0,0
2.0231E+11,74,4,8,462,20,1,4,56,6,273,5,0,1200,0,0,9,4,0,91,15,56,5.7,5.5,1,1200,4,0,0
2.0231E+11,148,10,14,470,-6,0,4,58,4,273,5,0,1200,0,0,9,4,0,56,78,58,8.1,3,10,1200,5,0,0
2.0231E+11,108,13,17,474,4,1,4,56,14,273,5,0,1200,0,0,9,4,0,78,14,53,21.3,2,12,1200,5,0,0
2.0231E+11,37,11,16,484,8,0,4,58,5,273,5,0,1200,0,0,9,4,0,14,78,58,13.2,6,5,1200,5,0,0
2.0231E+11,151,12,3,458,4,1,4,56,12,273,5,0,1200,0,0,9,4,0,14,117,56,71.7,10.5,7,1200,5,0,0
2.0231E+11,141,8,12,470,6,0,3,56,2,273,5,0,1200,0,0,9,4,0,148,123,56,5.5,9,1,1200,4,0,1
2.0231E+11,91,3,15,502,-8,0,5,58,11,273,5,0,1200,0,0,9,4,0,113,56,58,5.1,9.5,14,1200,5,0,0
2.0231E+11,65,6,10,506,4,0,3,56,1,273,5,0,1200,0,0,9,4,0,92,56,55,6.1,6.5,2,1200,5,0,0
2.0231E+11,113,5,13,472,-2,1,5,56,15,273,5,0,1200,0,0,9,4,0,14,99,56,23.4,12.5,11,1200,5,0,0
2.0231E+11,41,16,4,452,-6,0,5,58,16,273,5,0,1200,0,0,9,4,0,14,130,58,146.2,8,13,1200,5,0,0
2.0231E+11,146,17,1,514,6,0,5,58,3,273,5,0,1200,0,0,9,4,0,56,141,58,14.7,6.5,5,1200,5,0,0
2.0231E+11,133,14,2,496,-8,0,5,58,9,273,5,0,1200,0,0,9,4,0,64,115,58,155.7,3.5,3,1200,5,0,2
2.0231E+11,58,7,5,470,2,0,6,58,17,273,5,0,1200,0,0,9,4,0,14,104,58,87.3,3,16,1200,5,0,0
2.0231E+11,129,15,6,462,-2,1,6,56,7,273,5,0,1200,0,0,9,4,0,92,112,56,56.7,11.5,9,1200,5,0,0
2.0231E+11,119,9,13,482,-10,0,3,53,4,273,4,0,1200,0,0,9,4,0,8,104,53,4.3,2,2,1200,4,0,0
2.0231E+11,130,7,14,452,2,0,3,55,17,273,4,0,1200,0,0,9,4,0,14,113,55,273.4,13.5,11,1200,4,0,0
2.0231E+11,43,1,5,488,4,0,3,56,11,273,4,0,1200,0,0,9,4,0,42,100,55,5.6,8,8,1200,4,0,0
2.0231E+11,146,17,2,538,2,0,3,56,5,273,4,0,1200,0,0,9,4,0,22,128,56,4.7,6,17,1200,4,0,0
2.0231E+11,116,4,11,456,-4,1,3,54,9,273,4,0,1200,0,0,9,4,0,63,102,53,19.9,4.5,12,1200,4,0,0
2.0231E+11,41,11,4,438,0,0,4,58,2,273,4,0,1200,0,0,9,4,0,22,36,58,57.2,6,3,1200,4,0,0
2.0231E+11,141,15,3,458,-4,0,3,56,7,273,4,0,1200,0,0,9,4,-400,183,91,56,9.3,8.5,12,1600,1,0,0
2.0231E+11,37,13,6,460,-6,1,6,56,15,273,4,0,1200,0,0,9,4,0,14,56,56,79.2,3,12,1200,4,0,0
2.0231E+11,108,18,1,436,2,1,3,51,1,273,4,0,1200,0,0,9,4,0,8,123,54,3.8,7.5,3,1200,4,0,0
2.0231E+11,74,16,17,464,0,0,3,56,8,273,4,0,1200,0,0,9,4,-400,176,130,54,15,8.5,6,1600,4,0,0
2.0231E+11,149,12,10,486,-2,1,5,56,16,273,4,0,1200,0,0,9,4,0,91,123,56,47.1,5,10,1200,4,0,0
2.0231E+11,148,5,9,472,-2,1,5,55,13,273,4,0,1200,0,0,9,4,0,140,76,56,32.3,2,15,1200,4,0,1
2.0231E+11,142,3,12,458,2,1,5,56,14,273,4,0,1200,0,0,9,4,0,43,67,56,62.6,6,11,1200,4,0,0
2.0231E+11,39,6,16,456,-4,0,3,56,10,273,4,0,1200,0,0,9,4,0,8,34,56,3.4,8.5,6,1200,1,0,0
2.0231E+11,65,10,8,456,-2,0,4,58,6,273,4,0,1200,0,0,9,4,0,14,62,55,16,7,7,1200,4,0,0
2.0231E+11,47,2,15,428,4,1,5,56,12,273,4,0,1200,0,0,9,4,0,22,42,56,135.9,18,6,1200,4,0,0
2.0231E+11,91,8,18,408,-2,1,3,54,18,273,4,0,1200,0,0,9,4,0,8,78,54,36.3,11,9,1200,1,0,0
2.0231E+11,19,14,7,474,10,1,3,51,3,273,4,0,1200,0,0,9,4,0,14,16,51,39.6,9.5,2,1200,4,0,0
2.0231E+11,74,15,7,444,0,0,2,55,14,273,3,0,1800,0,0,9,4,,,142,,,,,,,,
2.0231E+11,65,12,1,454,0,1,2,55,1,273,3,0,1800,0,0,9,4,0,,56,55,3.8,3.75,1,1800,3,0,0
2.0231E+11,39,16,11,488,0,0,2,55,9,273,3,0,1800,0,0,9,4,0,,34,55,31.2,3.25,11,1800,3,0,0
2.0231E+11,133,13,3,472,0,0,2,55,3,273,3,0,1800,0,0,9,4,0,,115,55,5.4,6.75,3,1800,3,0,0
2.0231E+11,148,14,12,486,0,0,2,54,13,273,3,0,1800,0,0,9,4,0,,130,54,57.8,13.75,12,1800,3,0,0
2.0231E+11,112,10,13,454,0,0,2,51,16,273,3,0,1800,0,0,9,4,0,,98,51,135.2,14.75,13,1800,3,0,0
2.0231E+11,91,6,9,446,0,1,2,55,6,273,3,0,1800,0,0,9,4,,,142,,,,,,,,
2.0231E+11,37,4,8,420,0,1,2,55,11,273,3,0,1800,0,0,9,4,0,,32,55,40.3,10.75,8,1800,3,0,0
2.0231E+11,73,11,4,424,0,1,2,55,12,273,3,0,1800,0,0,9,4,0,,63,55,51.9,8.75,4,1800,3,0,0
2.0231E+11,87,7,5,444,0,0,2,55,7,273,3,0,1800,0,0,9,4,0,,74,55,21.4,9,5,1800,3,0,0
2.0231E+11,108,5,6,452,0,1,2,52,5,273,3,0,1800,0,0,9,4,0,,94,52,7.9,12.5,6,1800,3,0,0
2.0231E+11,119,9,10,512,0,1,2,52,10,273,3,0,1800,0,0,9,4,0,,104,52,36.3,5.75,10,1800,3,0,0
2.0231E+11,141,8,2,492,0,0,2,55,4,273,3,0,1800,0,0,9,4,0,14,141,55,,,16,1800,3,0,0
2.0231E+11,43,1,16,476,0,0,2,55,2,273,3,0,1800,0,0,9,4,,,142,,,,,,,,
2.0231E+11,146,2,15,468,0,0,2,55,15,273,3,0,1800,0,0,9,4,,,142,,,,,,,,
2.0231E+11,19,3,14,468,0,1,2,52,8,273,3,0,1800,0,0,9,4,,,142,,,,,,,,
2.0231E+11,133,15,17,504,2,0,3,56,8,273,1,0,2000,0,0,9,4,400,29,66,56,5.8,14.5,7,1600,1,0,0
2.0231E+11,72,8,15,408,0,1,3,51,17,273,1,0,2000,0,0,9,4,400,29,25,53,156.2,16,17,1600,1,0,0
2.0231E+11,141,18,1,458,8,0,3,56,5,273,1,0,2000,0,0,9,4,0,126,66,56,4,7.666666667,3,2000,1,0,0
2.0231E+11,87,11,13,434,-4,1,3,54,4,273,1,0,2000,0,0,9,4,200,7,67,54,10,3.25,3,1800,1,0,0
2.0231E+11,155,7,9,504,14,0,3,56,6,273,1,0,2000,0,0,9,4,0,84,136,56,4.3,3.75,12,2000,1,0,0
2.0231E+11,119,5,14,448,6,0,3,53,11,273,1,0,2000,0,0,9,4,,,142,,,,,,,,
2.0231E+11,142,4,5,464,2,2,3,56,10,273,1,0,2000,0,0,9,4,-600,8,124,56,41.6,13.5,2,2600,1,0,1
2.0231E+11,65,2,3,494,0,1,3,54,9,273,1,0,2000,0,0,9,4,0,15,141,54,5.4,11,5,2000,1,0,0
2.0231E+11,130,3,10,420,-10,0,3,55,18,273,1,0,2000,0,0,9,4,,,142,,,,,,,,
2.0231E+11,108,16,16,460,-14,0,3,53,15,273,1,0,2000,0,0,9,4,200,189,138,53,200.3,11.5,13,1800,1,0,0
2.0231E+11,37,6,8,416,-6,0,3,56,7,273,1,0,2000,0,0,9,4,0,15,32,56,12.2,8.5,2,2000,1,0,0
2.0231E+11,91,10,2,494,2,0,3,56,3,273,1,0,2000,0,0,9,4,-600,8,78,56,2.4,3.5,4,2600,1,0,1
2.0231E+11,144,13,11,458,-4,0,3,53,12,273,1,0,2000,0,0,9,4,-600,8,126,53,74.6,7.25,5,2600,1,0,1
2.0231E+11,146,12,4,514,-4,0,3,56,1,273,1,0,2000,0,0,9,4,0,21,128,56,6,3.75,2,2000,1,0,0
2.0231E+11,113,9,18,454,0,0,3,55,13,273,1,0,2000,0,0,9,4,0,50,99,55,31.3,5.5,8,2000,1,0,0
2.0231E+11,149,14,12,492,-10,0,3,56,14,273,1,0,2000,0,0,9,4,0,112,42,56,85.1,7,8,2000,1,0,1
2.0231E+11,39,17,7,450,2,1,3,54,16,273,1,0,2000,0,0,9,4,0,92,64,54,95.8,14,14,2000,1,0,1
2.0231E+11,43,1,6,474,0,0,3,56,2,273,1,0,2000,0,0,9,4,0,7,64,56,7.6,12.5,2,2000,1,0,0
2.0231E+11,149,4,4,448,-4,1,2,55,2,273,1,0,1200,0,0,9,4,0,22,131,55,12.4,3,2,1200,1,0,0
2.0231E+11,65,11,3,464,0,0,2,55,4,273,1,0,1200,0,0,9,4,-200,64,74,55,8,1,2,1400,1,0,3
2.0231E+11,141,5,2,458,-4,1,2,55,1,273,1,0,1200,0,0,9,4,0,21,123,55,8.6,1,2,1200,3,0,0
2.0231E+11,119,3,12,420,2,1,2,52,12,273,1,0,1200,0,0,9,4,0,64,66,55,5.1,9.5,11,1200,3,0,1
2.0231E+11,130,13,11,428,-6,0,2,54,5,273,1,0,1200,0,0,9,4,0,21,113,54,51.5,7,4,1200,3,0,0
2.0231E+11,144,12,13,456,6,0,2,52,14,273,1,0,1200,0,0,9,4,0,22,126,52,55.7,5,6,1200,1,0,0
2.0231E+11,43,14,5,434,4,1,2,55,9,273,1,0,1200,0,0,9,4,0,21,38,55,8.8,7,4,1200,7,0,0
2.0231E+11,39,2,14,428,-2,1,2,55,11,273,1,0,1200,0,0,9,4,0,22,34,55,43.9,6,5,1200,1,0,0
2.0231E+11,74,9,7,422,0,1,2,55,8,273,1,0,1200,0,0,9,4,0,22,64,55,75.6,7.5,4,1200,3,0,0
2.0231E+11,19,7,10,450,-6,1,2,52,10,273,1,0,1200,0,0,9,4,,,142,,,,,,,,
2.0231E+11,146,10,9,446,0,0,2,55,7,273,1,0,1200,0,0,9,4,0,15,34,55,19.1,5,2,1200,3,0,0
2.0231E+11,87,8,1,456,2,0,2,55,3,273,1,0,1200,0,0,9,4,0,50,74,55,4.6,2,2,1200,1,0,1
2.0231E+11,148,1,8,446,-6,0,2,54,13,273,1,0,1200,0,0,9,4,0,21,32,55,11.9,5,6,1200,3,0,0
2.0231E+11,112,6,6,400,-4,1,2,51,6,273,1,0,1200,0,0,9,4,0,50,98,51,23.5,1,4,1200,3,0,0
2.0231E+11,37,12,7,458,0,0,5,56,4,272,6,0,1200,0,1,9,4,0,14,112,58,17.9,9,5,1200,6,0,0
2.0231E+11,74,6,13,454,0,1,4,56,2,272,6,0,1200,0,1,9,4,0,147,117,56,5.4,5.5,9,1200,6,0,1
2.0231E+11,73,8,8,508,0,0,6,56,12,272,6,0,1200,0,1,9,4,0,42,77,58,146.4,8,10,1200,6,0,0
2.0231E+11,142,5,3,464,-8,0,6,57,6,272,6,0,1200,0,1,9,4,0,14,124,58,8.5,7.5,6,1200,6,0,0
2.0231E+11,91,7,4,472,4,0,4,56,5,272,6,0,1200,0,1,9,4,0,49,129,58,3.9,4,7,1200,6,0,1
2.0231E+11,65,1,11,472,2,1,5,54,7,272,6,0,1200,0,1,9,4,0,14,56,56,7.3,5,8,1200,6,0,0
2.0231E+11,39,13,2,462,6,1,5,53,9,272,6,0,1200,0,1,9,4,0,14,78,56,91.9,5,7,1200,6,0,0
2.0231E+11,41,11,1,470,0,0,4,56,8,272,6,0,1200,0,1,9,4,200,34,64,57,170,16,13,1000,7,0,0
2.0231E+11,40,9,9,518,4,1,6,54,11,272,6,0,1200,0,1,9,4,200,21,20,54,38.3,8,14,1000,6,0,0
2.0231E+11,141,2,6,472,-4,1,4,55,3,272,6,0,1200,0,1,9,4,0,14,141,56,10.8,3.5,3,1200,6,0,0
2.0231E+11,113,4,5,454,0,1,5,53,10,272,6,0,1200,0,1,9,4,0,42,122,56,20.1,1,13,1200,6,0,0
2.0231E+11,148,10,12,452,8,0,4,56,1,272,6,0,1200,0,1,9,4,0,154,130,58,3,1,1,1200,5,0,0
2.0231E+11,149,3,10,430,-2,1,5,52,13,272,6,0,1200,0,1,9,4,0,14,130,56,62.3,9.5,10,1200,6,0,0
2.0231E+11,144,7,6,500,2,1,5,56,9,272,5,0,1800,0,1,9,4,-200,7,126,56,50.9,2,8,2000,5,0,0
2.0231E+11,133,9,10,496,8,0,4,58,4,272,5,0,1800,0,1,9,4,0,14,74,58,7.9,3.25,3,1800,5,0,0
2.0231E+11,113,4,7,456,6,0,7,58,10,272,5,0,1800,0,1,9,4,0,14,99,58,176,10,7,1800,5,0,0
2.0231E+11,74,8,4,454,4,0,4,58,5,272,5,0,1800,0,1,9,4,-200,28,64,58,34.2,12.5,12,2000,5,0,0
2.0231E+11,91,2,3,500,-12,0,6,58,6,272,5,0,1800,0,1,9,4,-200,48,131,56,118.4,12.5,17,2000,5,0,0
2.0231E+11,37,1,2,452,-4,0,3,55,1,272,5,0,1800,0,1,9,4,0,21,32,55,22.5,11.75,1,1800,4,0,0
2.0231E+11,39,10,8,506,4,1,5,56,3,272,5,0,1800,0,1,9,4,200,41,10,56,14.8,2,6,1600,5,0,0
2.0231E+11,149,3,5,478,0,0,6,58,7,272,5,0,1800,0,1,9,4,200,76,42,58,52.8,10,10,1600,5,0,0
2.0231E+11,47,6,1,498,2,2,5,58,2,272,5,0,1800,0,1,9,4,-200,182,42,58,6.2,1,8,2000,5,0,0
2.0231E+11,65,5,9,488,4,0,5,58,8,272,5,0,1800,0,1,9,4,0,14,32,58,62.1,2.25,5,1800,5,0,0
2.0231E+11,41,1,6,512,-2,0,3,55,8,272,4,0,2000,0,1,9,4,800,7,39,56,10.2,5.5,6,1200,4,0,0
2.0231E+11,65,10,2,446,2,1,3,53,1,272,4,0,2000,0,1,9,4,200,21,56,53,3.9,4,3,1800,4,0,0
2.0231E+11,108,6,3,474,-6,1,3,50,2,272,4,0,2000,0,1,9,4,0,13,94,50,5.4,1,3,2000,4,0,0
2.0231E+11,91,2,10,462,-2,0,3,55,4,272,4,0,2000,0,1,9,4,600,119,36,56,23.4,14.5,10,1400,1,0,0
2.0231E+11,19,3,5,492,6,1,6,53,7,272,4,0,2000,0,1,9,4,0,203,23,56,7,7.5,9,2000,4,0,2
2.0231E+11,37,8,8,486,-2,0,5,58,6,272,4,0,2000,0,1,9,4,0,63,32,58,13.4,6,7,2000,4,0,2
2.0231E+11,129,9,4,424,0,1,5,56,3,272,4,0,2000,0,1,9,4,200,21,112,56,139.2,11,4,1800,4,0,0
2.0231E+11,148,5,1,482,4,1,5,55,9,272,4,0,2000,0,1,9,4,200,35,64,56,142.7,10.5,12,1800,4,0,0
2.0231E+11,141,7,7,514,4,0,3,55,5,272,4,0,2000,0,1,9,4,200,111,141,56,41.7,1,4,1800,4,0,0
2.0231E+11,119,4,9,406,0,1,4,53,10,272,4,0,2000,0,1,9,4,0,13,104,53,52.2,9.75,7,2000,4,0,0
2.0231E+11,119,13,12,454,4,1,4,53,15,272,4,0,1200,0,1,9,4,-400,175,64,56,19.8,7.333333333,10,1600,4,0,0
2.0231E+11,39,12,16,498,4,1,5,56,11,272,4,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,148,16,5,464,2,1,4,55,10,272,4,0,1200,0,1,9,4,-400,56,38,56,115,5,16,1600,4,0,0
2.0231E+11,91,9,4,460,4,1,5,56,9,272,4,0,1200,0,1,9,4,0,49,95,55,26.1,11,6,1200,4,0,1
2.0231E+11,69,17,11,436,-20,1,3,54,18,272,4,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,37,18,7,474,2,1,4,56,13,272,4,0,1200,0,1,9,4,0,62,74,56,80.6,17,11,1200,4,0,0
2.0231E+11,129,11,13,446,14,1,4,56,12,272,4,0,1200,0,1,9,4,0,90,32,56,121.5,3,8,1200,4,0,0
2.0231E+11,108,8,17,440,0,1,3,51,17,272,4,0,1200,0,1,9,4,0,13,131,54,556.5,12,16,1200,4,0,0
2.0231E+11,133,15,6,472,-4,1,5,56,2,272,4,0,1200,0,1,9,4,0,13,115,56,7.8,3,3,1200,4,0,0
2.0231E+11,19,3,18,474,14,1,3,51,3,272,4,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,112,4,9,426,-2,1,4,52,5,272,4,0,1200,0,1,9,4,0,13,98,52,32.6,14.5,4,1200,4,0,0
2.0231E+11,151,1,3,434,8,1,4,56,8,272,4,0,1200,0,1,9,4,-200,41,123,56,57.9,1,10,1400,4,0,0
2.0231E+11,96,7,14,434,-8,1,4,56,14,272,4,0,1200,0,1,9,4,0,7,128,56,8.4,9.5,10,1200,4,0,0
2.0231E+11,41,5,15,450,12,1,3,54,7,272,4,0,1200,0,1,9,4,-400,119,31,54,8.4,5.5,7,1600,4,0,0
2.0231E+11,141,10,2,440,-8,1,4,56,4,272,4,0,1200,0,1,9,4,0,42,45,56,4.9,2.5,13,1200,4,0,0
2.0231E+11,74,6,8,474,12,1,4,56,6,272,4,0,1200,0,1,9,4,0,21,64,56,58.8,15,8,1200,4,0,0
2.0231E+11,155,2,10,500,0,1,4,56,16,272,4,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,65,14,1,482,8,1,3,54,1,272,4,0,1200,0,1,9,4,-400,153,8,54,3.1,4,3,1600,4,0,0
2.0231E+11,112,10,9,436,0,0,2,51,8,272,3,0,1200,0,1,9,4,0,,98,51,36.9,12,9,1200,3,0,1
2.0231E+11,155,3,13,474,0,0,2,55,12,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,108,6,3,408,0,1,2,52,7,272,3,0,1200,0,1,9,4,0,,94,52,23,1.5,3,1200,3,0,1
2.0231E+11,149,11,1,418,0,1,2,55,4,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,19,7,8,420,0,1,2,52,6,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,39,9,6,508,0,0,2,55,2,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,119,5,12,450,0,1,2,52,13,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,74,8,7,448,0,1,2,55,10,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,141,4,11,442,0,1,2,55,5,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,148,2,4,468,0,0,2,54,3,272,3,0,1200,0,1,9,4,0,,130,54,8.7,7,4,1200,3,0,1
2.0231E+11,37,12,10,496,0,0,2,55,11,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,65,13,2,480,0,0,2,55,1,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,130,1,5,398,0,1,2,54,9,272,3,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,39,5,8,408,0,1,3,54,3,272,1,0,1800,0,1,9,4,0,6,34,54,7.1,4.5,4,1800,1,0,0
2.0231E+11,73,9,11,444,2,0,3,56,12,272,1,0,1800,0,1,9,4,-200,6,63,56,9.5,14.25,4,2000,1,0,0
2.0231E+11,133,6,13,448,-6,0,3,56,5,272,1,0,1800,0,1,9,4,400,119,31,56,7,11,5,1400,1,0,0
2.0231E+11,149,4,7,436,0,1,3,54,7,272,1,0,1800,0,1,9,4,0,6,32,54,15.4,7.25,2,1800,1,0,0
2.0231E+11,112,2,14,492,0,0,3,52,9,272,1,0,1800,0,1,9,4,-200,111,136,56,3.1,1.75,3,2000,1,0,1
2.0231E+11,119,10,15,456,18,1,3,51,15,272,1,0,1800,0,1,9,4,-200,167,31,54,26.2,13.5,14,2000,1,0,1
2.0231E+11,74,12,5,456,8,0,3,56,2,272,1,0,1800,0,1,9,4,-200,14,64,56,2.7,3.75,3,2000,1,0,0
2.0231E+11,65,13,4,456,-8,0,3,56,6,272,1,0,1800,0,1,9,4,-200,6,36,56,6.5,7.25,3,2000,1,0,0
2.0231E+11,108,16,1,444,0,1,3,51,1,272,1,0,1800,0,1,9,4,200,139,136,54,3.6,9,3,1600,1,0,1
2.0231E+11,148,11,12,448,-4,0,3,55,16,272,1,0,1800,0,1,9,4,600,209,128,56,7.4,5.5,10,1200,1,0,0
2.0231E+11,47,14,6,482,8,0,3,56,10,272,1,0,1800,0,1,9,4,200,112,85,56,42.7,14.5,9,1600,1,0,0
2.0231E+11,41,8,9,464,14,0,3,56,13,272,1,0,1800,0,1,9,4,,,142,,,,,,,,
2.0231E+11,19,3,3,470,-4,0,3,53,11,272,1,0,1800,0,1,9,4,0,14,16,53,61.6,11,4,1800,1,0,0
2.0231E+11,91,7,2,450,-2,1,3,54,8,272,1,0,1800,0,1,9,4,0,6,63,54,6.1,5.75,5,1800,1,0,0
2.0231E+11,141,15,16,478,8,1,3,54,14,272,1,0,1800,0,1,9,4,-200,77,124,54,42.6,7.75,6,2000,1,0,0
2.0231E+11,37,1,10,432,4,1,3,54,4,272,1,0,1800,0,1,9,4,200,28,32,54,8.6,8.5,3,1600,1,0,0
2.0231E+11,141,9,9,486,-4,0,3,56,3,272,1,0,1200,0,1,9,4,0,20,123,56,16,5,3,1200,1,0,0
2.0231E+11,133,17,12,494,-6,2,3,56,9,272,1,0,1200,0,1,9,4,-1200,196,117,56,58.1,1,12,2400,1,0,0
2.0231E+11,45,1,14,414,-4,1,3,51,18,272,1,0,1200,0,1,9,4,-200,119,104,51,823.2,16,15,1400,1,0,0
2.0231E+11,108,14,15,402,-4,1,3,51,1,272,1,0,1200,0,1,9,4,0,14,94,51,4,1,2,1200,1,0,0
2.0231E+11,142,12,2,446,0,1,3,54,8,272,1,0,1200,0,1,9,4,0,14,124,54,38.9,3.5,3,1200,1,0,0
2.0231E+11,119,18,6,476,-4,1,3,51,7,272,1,0,1200,0,1,9,4,0,7,63,54,18.1,1.5,4,1200,1,0,0
2.0231E+11,65,2,11,456,2,0,3,56,5,272,1,0,1200,0,1,9,4,0,13,141,56,83,17,4,1200,1,0,0
2.0231E+11,73,13,4,460,2,0,3,56,6,272,1,0,1200,0,1,9,4,0,13,63,56,106.8,5.5,2,1200,1,0,0
2.0231E+11,72,16,17,538,4,0,3,53,14,272,1,0,1200,0,1,9,4,-200,35,38,56,47.5,11.5,15,1400,1,0,0
2.0231E+11,151,8,13,478,4,0,3,56,15,272,1,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,19,4,3,430,-4,1,3,51,4,272,1,0,1200,0,1,9,4,0,7,16,51,9.8,13,2,1200,1,0,0
2.0231E+11,37,15,10,486,0,1,3,54,11,272,1,0,1200,0,1,9,4,0,7,32,54,19.3,3,5,1200,1,0,0
2.0231E+11,47,10,7,500,-2,0,3,56,13,272,1,0,1200,0,1,9,4,0,28,109,56,36.8,4,7,1200,1,0,0
2.0231E+11,116,3,8,492,7,0,3,56,16,272,1,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,148,11,5,494,4,0,3,55,2,272,1,0,1200,0,1,9,4,0,7,130,55,4.7,7.5,3,1200,1,0,0
2.0231E+11,112,5,18,410,-10,1,3,50,17,272,1,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,74,6,1,402,-2,1,3,54,10,272,1,0,1200,0,1,9,4,0,48,97,54,8.1,1,11,1200,1,0,1
2.0231E+11,144,7,16,502,8,0,3,53,12,272,1,0,1200,0,1,9,4,,,142,,,,,,,,
2.0231E+11,119,7,2,454,-2,0,2,52,5,272,1,0,2000,0,1,9,4,400,76,10,55,22.1,9,8,1600,3,0,0
2.0231E+11,129,1,3,444,-8,0,2,55,8,272,1,0,2000,0,1,9,4,200,13,112,55,22.1,9,14,1800,3,0,0
2.0231E+11,47,9,4,500,-2,0,2,55,4,272,1,0,2000,0,1,9,4,200,20,70,55,68.9,3,5,1800,3,0,0
